epoch,loss,val_loss
0,0.003448971314355731,0.010192565619945526
1,0.002247386146336794,0.0008254454005509615
2,0.0016247412422671914,0.0009528218070045114
3,0.0007065017125569284,0.0008541814750060439
4,0.0005362275405786932,0.0006256804335862398
5,0.0005266845691949129,0.0006055584526620805
6,0.000536139530595392,0.0005865689599886537
7,0.000525760231539607,0.0005678163142874837
8,0.0005260956240817904,0.0005627945065498352
9,0.000540105567779392,0.0005518034449778497
10,0.0005529578193090856,0.0005363945965655148
11,0.0005595827242359519,0.0005192869575694203
12,0.0005558267002925277,0.0005026974249631166
13,0.0005389436846598983,0.0004896280588582158
14,0.0005132604856044054,0.0004794250417035073
15,0.00048815872287377715,0.0004715349350590259
16,0.00047058731433935463,0.0004665079468395561
17,0.0004611861950252205,0.00046329578617587686
18,0.0004569749580696225,0.0004602789704222232
19,0.00045473387581296265,0.000456801091786474
20,0.0004521426453720778,0.0004527712590061128
21,0.00044770821114070714,0.0004485913668759167
22,0.0004408179665915668,0.0004446783568710089
23,0.0004318347491789609,0.000441744108684361
24,0.0004220781265757978,0.00043992738937959075
25,0.000413284549722448,0.00044009098201058805
26,0.00040745921432971954,0.000442552292952314
27,0.00040702795377001166,0.00045140754082240164
28,0.0004149508022237569,0.0004692834918387234
29,0.000432562839705497,0.0004932444426231086
30,0.0004568294680211693,0.0005034116329625249
31,0.0004832912527490407,0.0005215395358391106
32,0.0005027419538237154,0.0005200594896450639
33,0.0004989593871869147,0.0004488083068281412
34,0.00043143113725818694,0.00042675636359490454
35,0.00032534555066376925,0.0004150093882344663
36,0.00028152213781140745,0.000461834337329492
37,0.00028867958462797105,0.00046833590022288263
38,0.00029803457437083125,0.0004401876940391958
39,0.00029015421750955284,0.0004485224490053952
40,0.00028652409673668444,0.00046506529906764627
41,0.0002905628934968263,0.00046515220310539007
42,0.0002935814845841378,0.0004644313594326377
43,0.0002949689223896712,0.0004699756973423064
44,0.0002980763092637062,0.00048112389049492776
45,0.0003082040639128536,0.0005300678312778473
46,0.000350873451679945,0.0009130854741670191
47,0.00045795878395438194,0.0012094874400645494
48,0.00025706415181048214,0.00037341067218221724
49,0.0003760172694455832,0.0008036071085371077
50,0.0003050120722036809,0.0005991345969960093
51,0.00034590507857501507,0.0003669501165859401
52,0.0002910105977207422,0.00037760718259960413
53,0.0002677052398212254,0.0003986115916632116
54,0.0002657806617207825,0.0003972585254814476
55,0.00026473760954104364,0.0004021600470878184
56,0.00026649676146917045,0.0004074132884852588
57,0.00027013590442948043,0.00041387040982954204
58,0.0002757051552180201,0.0004259388952050358
59,0.0002849955053534359,0.00045864132698625326
60,0.00030645402148365974,0.000581934757065028
61,0.00035982485860586166,0.0011100561823695898
62,0.0003850803477689624,0.0011415608460083604
63,0.0002324819943169132,0.00041298381984233856
64,0.0002443588455207646,0.0005200088489800692
65,0.0002667084045242518,0.0004058550694026053
66,0.0002839984663296491,0.00039724583621136844
67,0.0002894212957471609,0.0005339122726581991
68,0.00032139866380020976,0.000812805606983602
69,0.00033576300484128296,0.0009328064625151455
70,0.0003271033929195255,0.00046613282756879926
71,0.00034345933818258345,0.0003824496816378087
72,0.0003176468890160322,0.00038184531149454415
73,0.0002819067449308932,0.00038065219996497035
74,0.00025683152489364147,0.00038140921969898045
75,0.00023964412685018033,0.0004165078280493617
76,0.0002375538315391168,0.00044107408029958606
77,0.00024281832156702876,0.00044914695899933577
78,0.0002473086351528764,0.0004837656451854855
79,0.0002535356907173991,0.0005736211896874011
80,0.0002482204872649163,0.000589305825997144
81,0.0002313191071152687,0.0005028100567869842
82,0.00024045597820077091,0.0005115390522405505
83,0.00025824937620200217,0.0005310905980877578
84,0.00027632791898213327,0.0007043342920951545
85,0.0003023649624083191,0.0009536033030599356
86,0.0002476140798535198,0.0006247216952033341
87,0.00023536846856586635,0.0005838808137923479
88,0.0002454832138027996,0.0005560943391174078
89,0.0002564537280704826,0.0005911514163017273
90,0.00027505267644301057,0.0006689591682516038
91,0.00030580488964915276,0.0009281390230171382
92,0.00035041364026255906,0.0013155282940715551
