epoch,loss,val_loss
0,0.002616575453430414,0.01958668790757656
1,0.0019822886679321527,0.005808765534311533
2,0.004291879944503307,0.00765126571059227
3,0.003482071217149496,0.007779254112392664
4,0.00255682785063982,0.00540336174890399
5,0.0024969372898340225,0.005916133522987366
6,0.002485338132828474,0.006817184388637543
7,0.0022985064424574375,0.00859819259494543
8,0.0022638337686657906,0.010929719544947147
9,0.0027368292212486267,0.012801160104572773
10,0.0037720880936831236,0.006940123625099659
11,0.004508560057729483,0.01034482754766941
12,0.004240087233483791,0.003536476753652096
13,0.0056233713403344154,0.0017396192997694016
14,0.002101784572005272,0.0011630458757281303
15,0.001649953774176538,0.0009119584574364126
16,0.0006272595492191613,0.0011479740496724844
17,0.0005418830551207066,0.0008272582199424505
18,0.0005874913185834885,0.0008745695813558996
19,0.0004832413396798074,0.0008109565824270248
20,0.000483151146909222,0.0008102520951069891
21,0.0004605443973559886,0.0008096187375485897
22,0.00045630551176145673,0.0008178806747309864
23,0.0004571481258608401,0.0008307226235046983
24,0.0004620928084477782,0.0008465001010335982
25,0.00046977930469438434,0.0008640293963253498
26,0.0004790436942130327,0.0008823531097732484
27,0.0004890997661277652,0.0009006680338643491
28,0.00049935671268031,0.000918280566111207
29,0.0005093275685794652,0.0009346099686808884
30,0.000518607150297612,0.000949191628023982
31,0.0005268619279377162,0.000961667625233531
32,0.0005338236223906279,0.0009717830689623952
33,0.0005392834427766502,0.0009793982608243823
34,0.0005430942983366549,0.0009844546439126134
35,0.0005451706238090992,0.000986974104307592
36,0.0005454787169583142,0.0009870474459603429
37,0.0005440302193164825,0.0009848193731158972
38,0.0005408787983469665,0.0009804620640352368
39,0.000536109961103648,0.0009741814574226737
40,0.0005298241740092635,0.0009661990334279835
41,0.0005221394822001457,0.0009567273664288223
42,0.0005131749203428626,0.0009459842112846673
43,0.0005030460888519883,0.0009341742261312902
44,0.0004918609047308564,0.0009214822202920914
45,0.0004797163128387183,0.0009080668678507209
46,0.00046669377479702234,0.0008940600673668087
47,0.00045286156819202006,0.0008795573958195746
48,0.00043828049092553556,0.000864611123688519
49,0.00042300799395889044,0.0008492224151268601
50,0.0004071153816767037,0.0008333200821653008
51,0.0003907086793333292,0.0008167419582605362
52,0.0003739640524145216,0.0007992192404344678
53,0.0003571775450836867,0.0007803275366313756
54,0.00034082753700204194,0.0007595212664455175
55,0.0003256287018302828,0.0007362411124631763
56,0.0003125137009192258,0.0007102953386493027
57,0.0003024469187948853,0.0006826085736975074
58,0.00029598409309983253,0.0006557810120284557
59,0.0002927120658569038,0.0006332849734462798
60,0.0002911087067332119,0.0006172617431730032
61,0.000289409450488165,0.0006076502031646669
62,0.0002869174932129681,0.0006034612888470292
63,0.0002841996611095965,0.000603874446824193
64,0.00028229833696968853,0.0006084580672904849
65,0.0002821953676175326,0.0006172554567456245
66,0.00028480790206231177,0.0006308000301942229
67,0.000291090807877481,0.0006500559975393116
68,0.00030188230448402464,0.000676238676533103
69,0.00031736367964185774,0.0007104974938556552
70,0.0003364575677551329,0.0007527968846261501
71,0.0003568415413610637,0.0007991240127012134
72,0.000375833100406453,0.000839156738948077
73,0.00039095006650313735,0.0008596384432166815
74,0.00039915426168590784,0.0008535890956409276
75,0.0003971960977651179,0.0008262385963462293
76,0.0003846772015094757,0.0007886522216722369
77,0.0003649858117569238,0.0007491260766983032
78,0.00034249163581989706,0.0007105552358552814
79,0.0003206262772437185,0.0006737840012647212
80,0.0003016049158759415,0.00064045749604702
81,0.00028742742142640054,0.0006142506026662886
82,0.0002791705774143338,0.0005985557800158858
83,0.0002760482020676136,0.0005929154576733708
84,0.0002756733156275004,0.0005949828191660345
85,0.0002775921020656824,0.0006036360282450914
86,0.00028240427491255105,0.0006199221243150532
87,0.000292020762572065,0.0006455800612457097
